iter	RMSE
284	9.301607036e-05
285	9.271867649e-05
286	9.228183376e-05
287	9.179382558e-05
288	9.119247043e-05
289	9.084066363e-05
290	9.073736468e-05
291	9.032903425e-05
292	9.029867004e-05
293	9.000955348e-05
294	8.955874011e-05
295	8.928547666e-05
296	8.884227238e-05
297	8.860009082e-05
298	8.834115209e-05
299	8.831216287e-05
300	8.828478062e-05
301	8.802886684e-05
302	8.778926586e-05
303	8.728748329e-05
304	8.706330058e-05
305	8.686447362e-05
306	8.66307411e-05
307	8.608460718e-05
308	8.549697045e-05
309	8.524802966e-05
310	8.522198113e-05
311	8.51112975e-05
312	8.448018824e-05
313	8.445450646e-05
314	8.416333443e-05
315	8.393280119e-05
316	8.361453585e-05
317	8.358995847e-05
318	8.317576474e-05
319	8.288867994e-05
320	8.282253775e-05
321	8.222463547e-05
322	8.212807553e-05
323	8.210555003e-05
324	8.180410399e-05
325	8.115664321e-05
326	8.113483489e-05
327	8.111423658e-05
328	8.102389677e-05
329	8.007230118e-05
330	7.963760218e-05
331	7.905579912e-05
332	7.897500091e-05
333	7.88997196e-05
334	7.887874981e-05
335	7.863830226e-05
336	7.856830307e-05
337	7.850297746e-05
338	7.84279217e-05
339	7.805183769e-05
340	7.799247885e-05
341	7.797290397e-05
342	7.753170697e-05
343	7.711188568e-05
344	7.70556204e-05
345	7.697546562e-05
346	7.684278838e-05
347	7.628928357e-05
348	7.608554857e-05
349	7.599590541e-05
350	7.562825101e-05
351	7.535886578e-05
352	7.518044141e-05
353	7.507995419e-05
354	7.475901825e-05
355	7.445630227e-05
356	7.443684697e-05
357	7.411934682e-05
358	7.406501029e-05
359	7.401424131e-05
360	7.390753972e-05
361	7.384782553e-05
362	7.368186774e-05
363	7.356558799e-05
364	7.280401064e-05
365	7.248575096e-05
366	7.237740481e-05
367	7.208555513e-05
368	7.191082172e-05
369	7.159041492e-05
370	7.129286507e-05
371	7.102596615e-05
372	7.074367916e-05
373	7.059363285e-05
374	7.034913897e-05
375	7.0024241e-05
376	6.969279705e-05
377	6.964706002e-05
378	6.949403043e-05
379	6.947708357e-05
380	6.943439819e-05
381	6.937767941e-05
382	6.925620171e-05
383	6.919222117e-05
384	6.875014098e-05
385	6.841231955e-05
386	6.799822996e-05
387	6.772300932e-05
388	6.743089529e-05
389	6.741396984e-05
390	6.739798377e-05
391	6.699532384e-05
392	6.670566937e-05
393	6.635575412e-05
394	6.613891274e-05
395	6.580846254e-05
396	6.57633743e-05
397	6.521296114e-05
398	6.496038238e-05
399	6.483579659e-05
400	6.482157283e-05
401	6.455586115e-05
402	6.422081926e-05
403	6.39081888e-05
404	6.3866853e-05
405	6.382828865e-05
406	6.375218213e-05
407	6.356211593e-05
408	6.32483972e-05
409	6.299391587e-05
410	6.271735882e-05
411	6.268206565e-05
412	6.260874955e-05
413	6.25757333e-05
414	6.247010581e-05
415	6.2439198e-05
416	6.23703924e-05
417	6.21853611e-05
418	6.20956783e-05
419	6.188919781e-05
420	6.179140979e-05
421	6.175964156e-05
422	6.147041387e-05
423	6.129279142e-05
424	6.101951171e-05
425	6.092857658e-05
426	6.066714262e-05
427	6.041303165e-05
428	6.029957274e-05
429	5.995524359e-05
430	5.975807688e-05
431	5.969712041e-05
432	5.968476718e-05
433	5.943896786e-05
434	5.919578529e-05
435	5.900973734e-05
436	5.882509475e-05
437	5.865693432e-05
438	5.848846427e-05
439	5.836255059e-05
440	5.820141442e-05
441	5.767826527e-05
442	5.73708732e-05
443	5.735862624e-05
444	5.734705943e-05
445	5.712531668e-05
446	5.67677983e-05
447	5.661824413e-05
448	5.658961279e-05
449	5.626913747e-05
450	5.618945665e-05
451	5.600048998e-05
452	5.582245173e-05
453	5.58114701e-05
454	5.565823517e-05
455	5.537748388e-05
456	5.529389947e-05
457	5.509433805e-05
458	5.463626379e-05
459	5.438338207e-05
460	5.424780541e-05
461	5.416675494e-05
462	5.391040424e-05
463	5.375545579e-05
464	5.364354033e-05
465	5.349238928e-05
466	5.315917868e-05
467	5.310089504e-05
468	5.295488738e-05
469	5.293158915e-05
470	5.280480269e-05
471	5.267228908e-05
472	5.258144334e-05
473	5.245159079e-05
474	5.239453052e-05
475	5.238426777e-05
476	5.21172388e-05
477	5.202027732e-05
478	5.178401425e-05
479	5.163982486e-05
480	5.163100592e-05
481	5.152119496e-05
482	5.139828705e-05
483	5.119082938e-05
484	5.105061911e-05
485	5.081972252e-05
486	5.046140568e-05
487	5.034295307e-05
488	5.023217099e-05
489	5.003627457e-05
490	4.998535329e-05
491	4.987552326e-05
492	4.979887946e-05
493	4.959316736e-05
494	4.947059553e-05
495	4.931995893e-05
496	4.922166771e-05
497	4.916909047e-05
498	4.905926668e-05
499	4.887814155e-05
500	4.87751405e-05
501	4.867805384e-05
502	4.854034947e-05
503	4.804010887e-05
504	4.797881783e-05
505	4.785633992e-05
506	4.783386536e-05
507	4.712112703e-05
508	4.69499673e-05
509	4.678435866e-05
510	4.669298961e-05
511	4.660362409e-05
512	4.642309682e-05
513	4.596061853e-05
514	4.582997742e-05
515	4.572225259e-05
516	4.561195173e-05
517	4.511917171e-05
518	4.502028492e-05
519	4.496471599e-05
520	4.48964221e-05
521	4.483830221e-05
522	4.467724528e-05
523	4.458447939e-05
524	4.450543962e-05
525	4.445137122e-05
526	4.440646136e-05
527	4.4258524e-05
528	4.416825838e-05
529	4.407424838e-05
530	4.398578162e-05
531	4.391437149e-05
532	4.368278515e-05
533	4.349231498e-05
534	4.336726459e-05
535	4.328454788e-05
536	4.327390391e-05
537	4.325209836e-05
538	4.323183725e-05
539	4.309275176e-05
540	4.304533467e-05
541	4.25159055e-05
542	4.193075469e-05
543	4.181998717e-05
544	4.178727639e-05
545	4.166082632e-05
546	4.162218511e-05
547	4.151961019e-05
548	4.115075268e-05
549	4.103971552e-05
550	4.078248332e-05
551	4.077566121e-05
552	4.072879351e-05
553	4.071308483e-05
554	4.070671328e-05
555	4.070069592e-05
556	4.068241794e-05
557	4.066850579e-05
558	4.054508596e-05
559	4.050886976e-05
560	4.050324997e-05
561	4.039677477e-05
562	4.024782585e-05
563	3.984125755e-05
564	3.96767362e-05
565	3.959668915e-05
566	3.947988594e-05
567	3.940462789e-05
568	3.937194479e-05
569	3.932639051e-05
570	3.925535168e-05
571	3.889231215e-05
572	3.875049509e-05
573	3.868108667e-05
574	3.861725306e-05
575	3.860228959e-05
576	3.85643571e-05
577	3.845688258e-05
578	3.84309623e-05
579	3.83658112e-05
580	3.826723685e-05
581	3.804059089e-05
582	3.803489338e-05
583	3.802953706e-05
584	3.797255792e-05
585	3.787692532e-05
586	3.780635883e-05
587	3.773972955e-05
588	3.773509618e-05
589	3.763279513e-05
590	3.752054269e-05
591	3.738923432e-05
592	3.731695307e-05
593	3.731256023e-05
594	3.725063306e-05
595	3.718150081e-05
596	3.711985976e-05
597	3.699882848e-05
598	3.693171388e-05
599	3.6746708e-05
600	3.669398648e-05
601	3.668964723e-05
602	3.663131508e-05
603	3.658397951e-05
604	3.657995166e-05
605	3.647954236e-05
606	3.642422133e-05
607	3.638955463e-05
608	3.636500368e-05
609	3.61629065e-05
610	3.604917461e-05
611	3.59971931e-05
612	3.588272207e-05
613	3.584727195e-05
614	3.572435077e-05
615	3.540736895e-05
616	3.523385654e-05
617	3.512536581e-05
618	3.512116008e-05
619	3.492352817e-05
620	3.475780513e-05
621	3.446575998e-05
622	3.436496533e-05
623	3.415341903e-05
624	3.41038776e-05
625	3.409311611e-05
626	3.40473572e-05
627	3.403340341e-05
628	3.394778969e-05
629	3.393833722e-05
630	3.388834569e-05
631	3.388463868e-05
632	3.383588789e-05
633	3.382343718e-05
634	3.381495226e-05
635	3.376680394e-05
636	3.341769591e-05
637	3.330400291e-05
638	3.321568735e-05
639	3.296342054e-05
640	3.288456278e-05
641	3.279392159e-05
642	3.274834197e-05
643	3.270003066e-05
644	3.257207024e-05
645	3.248288442e-05
646	3.245859208e-05
647	3.244698348e-05
648	3.242414026e-05
649	3.234386328e-05
650	3.234025529e-05
651	3.229703125e-05
652	3.224094041e-05
653	3.217355092e-05
654	3.210055159e-05
655	3.209716443e-05
656	3.202443524e-05
657	3.172472716e-05
658	3.162873192e-05
659	3.161659207e-05
660	3.157113196e-05
661	3.155276094e-05
662	3.151056725e-05
663	3.135520484e-05
664	3.128197981e-05
665	3.127862483e-05
666	3.111806908e-05
667	3.095626836e-05
668	3.092752498e-05
669	3.090698687e-05
670	3.088077866e-05
671	3.085930913e-05
672	3.08095491e-05
673	3.076886638e-05
674	3.072527082e-05
675	3.058145695e-05
676	3.055052872e-05
677	3.04908432e-05
678	3.042625029e-05
679	3.035916353e-05
680	3.033887899e-05
681	3.032262428e-05
682	3.028231736e-05
683	3.024351512e-05
684	3.01316917e-05
685	3.000787351e-05
686	2.974747987e-05
687	2.966026581e-05
688	2.962937686e-05
689	2.952598072e-05
690	2.948509476e-05
691	2.946554976e-05
692	2.942460367e-05
693	2.939600583e-05
694	2.929696204e-05
695	2.927769967e-05
696	2.925104718e-05
697	2.91218744e-05
698	2.898226237e-05
699	2.896433696e-05
700	2.894575963e-05
701	2.866161156e-05
702	2.861739137e-05
703	2.848009408e-05
704	2.846410276e-05
705	2.844238183e-05
706	2.829875226e-05
707	2.804745618e-05
708	2.80100421e-05
709	2.796474466e-05
710	2.793028304e-05
711	2.78839558e-05
712	2.784516776e-05
713	2.780960633e-05
714	2.772595813e-05
715	2.770851038e-05
716	2.76681144e-05
717	2.759324037e-05
718	2.758663621e-05
719	2.755038374e-05
720	2.749390725e-05
721	2.729857298e-05
722	2.729095533e-05
723	2.725719149e-05
724	2.723630754e-05
725	2.720242545e-05
726	2.714214093e-05
727	2.710645736e-05
728	2.708025011e-05
729	2.704719613e-05
730	2.691786461e-05
731	2.690292752e-05
732	2.687900573e-05
733	2.68644566e-05
734	2.681174829e-05
735	2.677383112e-05
736	2.676012386e-05
737	2.673156868e-05
738	2.672656156e-05
739	2.658868305e-05
740	2.651313603e-05
741	2.638678719e-05
742	2.625695997e-05
743	2.614456444e-05
744	2.60956085e-05
745	2.605828887e-05
746	2.600200958e-05
747	2.592931791e-05
748	2.592409916e-05
749	2.581133513e-05
750	2.580640762e-05
751	2.578337522e-05
752	2.577766292e-05
753	2.555442091e-05
754	2.533405776e-05
755	2.530815046e-05
756	2.526153412e-05
757	2.516002747e-05
758	2.514751466e-05
759	2.510034366e-05
760	2.499629026e-05
761	2.494579345e-05
762	2.492413873e-05
763	2.488536308e-05
764	2.486599294e-05
765	2.483244226e-05
766	2.481032909e-05
767	2.472841614e-05
768	2.46985297e-05
769	2.466896611e-05
770	2.454589352e-05
771	2.45197851e-05
772	2.447669913e-05
773	2.445690569e-05
774	2.444482088e-05
775	2.439136397e-05
776	2.432883006e-05
777	2.425945679e-05
778	2.424928947e-05
779	2.423816837e-05
780	2.417749694e-05
781	2.411404972e-05
782	2.408635139e-05
783	2.402883889e-05
784	2.391088276e-05
785	2.382295037e-05
786	2.378064101e-05
787	2.376576215e-05
788	2.358869994e-05
789	2.354395045e-05
790	2.345096939e-05
791	2.340041069e-05
792	2.336320399e-05
793	2.324878415e-05
794	2.312963937e-05
795	2.311615433e-05
796	2.309862139e-05
797	2.30488492e-05
798	2.302491446e-05
799	2.301268676e-05
800	2.280665479e-05
801	2.261716389e-05
802	2.254774969e-05
803	2.2532242e-05
804	2.244383794e-05
805	2.238363186e-05
806	2.232828805e-05
807	2.231719042e-05
808	2.226767443e-05
809	2.208372107e-05
810	2.206207531e-05
811	2.205229211e-05
812	2.203986578e-05
813	2.200081994e-05
814	2.198549228e-05
815	2.195855089e-05
816	2.188924807e-05
817	2.188022907e-05
818	2.185561873e-05
819	2.180324269e-05
820	2.157922122e-05
821	2.157457852e-05
822	2.154400605e-05
823	2.152850166e-05
824	2.148375588e-05
825	2.145128974e-05
826	2.14368931e-05
827	2.120593516e-05
828	2.109866566e-05
829	2.105151278e-05
830	2.074896192e-05
831	2.067059055e-05
832	2.051547854e-05
833	2.050706248e-05
834	2.046171035e-05
835	2.019139615e-05
836	2.017511119e-05
837	2.013551251e-05
838	1.999727375e-05
839	1.996298962e-05
840	1.993439964e-05
841	1.990527692e-05
842	1.988002994e-05
843	1.963424114e-05
844	1.95439291e-05
845	1.953991255e-05
846	1.953162459e-05
847	1.943640322e-05
848	1.942718649e-05
849	1.941942442e-05
850	1.935971792e-05
851	1.935401941e-05
852	1.929799338e-05
853	1.929280052e-05
854	1.928027874e-05
855	1.926303259e-05
856	1.926017437e-05
857	1.924963266e-05
858	1.923335622e-05
859	1.914961139e-05
860	1.912501988e-05
861	1.910305903e-05
862	1.90959993e-05
863	1.898371394e-05
864	1.894163423e-05
865	1.876642216e-05
866	1.868164863e-05
867	1.864298704e-05
868	1.852702775e-05
869	1.850411379e-05
870	1.849722662e-05
871	1.846281644e-05
872	1.828921524e-05
873	1.821732834e-05
874	1.818971824e-05
875	1.816224586e-05
876	1.814621511e-05
877	1.810773774e-05
878	1.806397458e-05
879	1.805588954e-05
880	1.801210035e-05
881	1.7975789e-05
882	1.791210172e-05
883	1.784042579e-05
884	1.781847069e-05
885	1.779777764e-05
886	1.779103269e-05
887	1.778941011e-05
888	1.777827432e-05
889	1.777536429e-05
890	1.774928633e-05
891	1.774194015e-05
892	1.761446495e-05
893	1.754317187e-05
894	1.750037344e-05
895	1.749420061e-05
896	1.74538368e-05
897	1.743959753e-05
898	1.74137592e-05
899	1.735628144e-05
900	1.73357589e-05
901	1.732225068e-05
902	1.729765093e-05
903	1.724012028e-05
904	1.723421648e-05
905	1.722135742e-05
906	1.721582468e-05
907	1.720268334e-05
908	1.706253847e-05
909	1.7043446e-05
910	1.7020774e-05
911	1.701072651e-05
912	1.698158063e-05
913	1.695285923e-05
914	1.681026644e-05
915	1.679031344e-05
916	1.675629627e-05
917	1.673357332e-05
918	1.671856307e-05
919	1.664702282e-05
920	1.662043919e-05
921	1.655424615e-05
922	1.650084013e-05
923	1.647653505e-05
924	1.645970574e-05
925	1.642488961e-05
926	1.638633302e-05
927	1.636534313e-05
928	1.636021809e-05
929	1.632481321e-05
930	1.630973452e-05
931	1.630489018e-05
932	1.628589898e-05
933	1.624851674e-05
934	1.620772745e-05
935	1.618752888e-05
936	1.617510028e-05
937	1.615817457e-05
938	1.614117122e-05
939	1.613697461e-05
940	1.61080065e-05
941	1.609913537e-05
942	1.609079432e-05
943	1.606067864e-05
944	1.602785365e-05
945	1.601890778e-05
946	1.599195722e-05
947	1.59622323e-05
948	1.59567349e-05
949	1.592122199e-05
950	1.591380209e-05
951	1.590057069e-05
952	1.588833134e-05
953	1.587350654e-05
954	1.584126105e-05
955	1.581034075e-05
956	1.579399583e-05
957	1.577167199e-05
958	1.576354973e-05
959	1.574789691e-05
960	1.562948723e-05
961	1.558524569e-05
962	1.557094746e-05
963	1.553596892e-05
964	1.552116083e-05
965	1.551274228e-05
966	1.538226069e-05
967	1.536057637e-05
968	1.534603754e-05
969	1.532791906e-05
970	1.518733778e-05
971	1.512957387e-05
972	1.506838782e-05
973	1.505317332e-05
974	1.503686893e-05
975	1.50222591e-05
976	1.499199133e-05
977	1.495471996e-05
978	1.484890356e-05
979	1.482076097e-05
980	1.480731491e-05
981	1.479171975e-05
982	1.467969379e-05
983	1.466594288e-05
984	1.465109765e-05
985	1.463828569e-05
986	1.462573506e-05
987	1.455786841e-05
988	1.453453364e-05
989	1.452292855e-05
990	1.450446748e-05
991	1.449648817e-05
992	1.445120741e-05
993	1.442216077e-05
994	1.438917561e-05
995	1.435047588e-05
996	1.432948742e-05
997	1.430084934e-05
998	1.427188042e-05
999	1.425912957e-05
