iter	RMSE
0	0.03384732259
1	0.0303351395
2	0.02717274652
3	0.02433063221
4	0.02174157235
5	0.01950586843
6	0.01751208246
7	0.01577366986
8	0.01416002209
9	0.01274581962
10	0.0114773526
11	0.01036081275
12	0.009358460352
13	0.008459073364
14	0.007662649442
15	0.006928409662
16	0.006291745383
17	0.005706851539
18	0.005191382914
19	0.004739669685
20	0.004328537474
21	0.003957212277
22	0.003631463468
23	0.003345244795
24	0.003091312075
25	0.002867765403
26	0.002664634018
27	0.002477691239
28	0.002323469921
29	0.002179765881
30	0.002052438614
31	0.001939479735
32	0.001839421181
33	0.001747252732
34	0.001664027655
35	0.001583091409
36	0.001510582021
37	0.001447849445
38	0.001391573734
39	0.001336709388
40	0.001290545435
41	0.001247903292
42	0.001207046055
43	0.001170131506
44	0.00113346891
45	0.001098186943
46	0.001065817466
47	0.001037190434
48	0.001007743582
49	0.000982618508
50	0.0009590615938
51	0.0009321459573
52	0.0009105372936
53	0.000884061824
54	0.0008605418717
55	0.0008408421794
56	0.0008193990368
57	0.0008017695045
58	0.0007845641725
59	0.0007755947628
60	0.000755233842
61	0.000739201098
62	0.0007309376837
63	0.0007157649478
64	0.0006991038225
65	0.0006848308249
66	0.0006779560399
67	0.000664360877
68	0.0006490889567
69	0.0006360367906
70	0.000623622852
71	0.0006177084998
72	0.0006038184345
73	0.0005919237592
74	0.0005790617607
75	0.0005745142254
76	0.0005632439734
77	0.0005508953102
78	0.000547057579
79	0.0005354907442
80	0.0005258435876
81	0.0005146541828
82	0.0005097318706
83	0.000506012643
84	0.0004963039084
85	0.0004864378635
86	0.0004838724839
87	0.0004780761422
88	0.0004749413344
89	0.0004656650505
90	0.0004571573707
91	0.0004493753828
92	0.0004416730377
93	0.0004390977239
94	0.0004372385591
95	0.0004288485364
96	0.0004191498554
97	0.0004125203092
98	0.0004080434178
99	0.0004013053999
100	0.0003946331054
101	0.0003908907214
102	0.0003846673228
103	0.0003816190931
104	0.0003787853926
105	0.000376446738
106	0.0003747556945
107	0.0003675331165
108	0.0003615334093
109	0.000356098338
110	0.000355071003
111	0.0003486901383
112	0.0003428685085
113	0.0003358919774
114	0.0003290707597
115	0.0003269847182
116	0.0003212253822
117	0.0003158887762
118	0.0003126203969
119	0.0003108276894
120	0.0003052654427
121	0.0003010236521
122	0.0002964802556
123	0.000290807938
124	0.0002868076197
125	0.0002830166376
126	0.0002788615041
127	0.0002742559791
128	0.0002704216413
129	0.0002658816359
130	0.000261960372
131	0.0002580471226
132	0.0002544755506
133	0.0002509653706
134	0.0002478949918
135	0.0002468234302
136	0.0002442139104
137	0.0002426487496
138	0.0002395958309
139	0.0002371009382
140	0.0002358267359
141	0.0002323242265
142	0.0002311646213
143	0.0002283212623
144	0.0002250760908
145	0.000222010697
146	0.0002212795945
147	0.0002183233105
148	0.0002164400104
149	0.000216044057
150	0.0002137146916
151	0.0002124494164
152	0.0002118085985
153	0.0002096957079
154	0.0002075548969
155	0.000206032193
156	0.0002032751634
157	0.0002007791777
158	0.0001982510219
159	0.0001963627312
160	0.0001960533115
161	0.0001941496146
162	0.0001918666428
163	0.0001902654964
164	0.0001886160366
165	0.000187608783
166	0.0001873596713
167	0.0001871966874
168	0.0001870442359
169	0.0001858557485
170	0.000184263565
171	0.0001823330664
172	0.0001803774007
173	0.0001790445214
174	0.0001788386865
175	0.0001787049413
176	0.0001766838005
177	0.0001765034768
178	0.0001749626139
179	0.0001726426635
180	0.0001724982363
181	0.0001723345614
182	0.0001722262321
183	0.0001715399644
184	0.0001675520365
185	0.000166508377
186	0.0001663803653
187	0.0001652576403
188	0.0001635596178
189	0.0001634425523
190	0.0001618764628
191	0.0001602823497
192	0.0001584267655
193	0.0001580098907
194	0.0001563724051
195	0.0001562739005
196	0.0001561682141
197	0.0001560819448
198	0.0001554348249
199	0.0001545686577
200	0.0001535419288
201	0.0001527056733
202	0.000152357042
203	0.0001522661419
204	0.0001508996561
205	0.0001508256356
206	0.0001494243268
207	0.0001493437507
208	0.0001489411401
209	0.0001476062528
210	0.0001467016785
211	0.0001447152769
212	0.0001426754555
213	0.0001412845402
214	0.0001398023271
215	0.00013871704
216	0.0001373718252
217	0.0001362478811
218	0.0001353757466
219	0.0001342933627
220	0.000133095196
221	0.0001317161395
222	0.0001305000259
223	0.0001296852305
224	0.0001289186055
225	0.0001279093925
226	0.0001272960766
227	0.0001265865313
228	0.0001257118851
229	0.0001248994213
230	0.0001242143572
231	0.0001233777856
232	0.0001226777029
233	0.0001220666377
234	0.000121425092
235	0.0001208429935
236	0.0001200814442
237	0.0001189800524
238	0.0001179046328
239	0.0001173782812
240	0.0001168581115
241	0.0001158552835
242	0.0001153266393
243	0.0001148341944
244	0.0001143688823
245	0.0001134764441
246	0.0001129119614
247	0.0001115171498
248	0.0001102913072
249	0.0001094571078
250	0.0001085283301
251	0.0001081080367
252	0.0001080294799
253	0.0001077350736
254	0.0001076648037
255	0.0001070598715
256	0.0001062755923
257	0.0001059838314
258	0.0001057177055
259	0.0001053520728
260	0.0001048866657
261	0.0001033553999
262	0.000102272964
263	0.0001020228386
264	0.0001012963631
265	0.0001009643966
266	0.0001009112895
267	0.0001001968611
268	9.99874734e-05
269	9.901281648e-05
270	9.867138625e-05
271	9.837667428e-05
272	9.819101775e-05
273	9.710258915e-05
274	9.681545335e-05
275	9.633085139e-05
276	9.584235176e-05
277	9.561344016e-05
278	9.519967716e-05
279	9.476015224e-05
280	9.408872497e-05
281	9.396048507e-05
282	9.384566858e-05
283	9.349915389e-05
